lang,public_metrics,id,text,author_id,reply_settings,created_at,conversation_id,source,search_query,in_reply_to_user_id,referenced_tweets
bn,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",609736743328305152,বছরের প্রথম বৃষ্টিতে ভেজা| #fellinggood | #wonderful http://someurl,886777616,everyone,2015-06-13T14:59:02.000Z,609736743328305152,Instagram,#wonderful,,
bn,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",400198135219122176,তারমানে অনলাইনে এখন সবকিছু নিয়েই কনসাল্ট করা যায়। এমনকি বাসর রাতে বউকে সর্বপ্রথম কি বলবো এই বিষয়েও সাহায্য পাওয়া যেতে পারে। #wonderful,1383851402,everyone,2013-11-12T09:47:25.000Z,400198135219122176,Twitter for Windows Phone,#wonderful,,
bn,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",375147365554212864,ড আইজ আল কারনি রচিত লা তাহযান - হতাশ হবেন না বইটা খুবই সুন্দর। #nowReading #LaTahzan #wonderful #book #bangla,380727786,everyone,2013-09-04T06:44:36.000Z,375147365554212864,Hootsuite,#wonderful,,
bn,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",318135199034654720,#NowListening: Love Song by Taylor Swift. . . যার প্রতিটা শব্দ মন্ত্রমুগ্ধ হয়ে বার বার শুনছি। এক কথায় অসাধারণ। #Wonderful #Lyrics,143544535,everyone,2013-03-30T22:58:36.000Z,318135199034654720,Twitter for Websites,#wonderful,,
bn,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",314122136191111168,#NowListening: আমার এই পথ চাওয়াতেই আনন্দ... by #RabindranathTagore #Wonderful #Lyrics,143544535,everyone,2013-03-19T21:12:08.000Z,314122136191111168,Twitter Web Client,#wonderful,,
bn,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",314048796558495744,"আছে পকেট কিন্তু পকেট গড়ের মাঠ, | তবু যদি তুমি আসতে চাও খোলা আছে আমার দুই হাত... | | #Wonderful #Lyrics",143544535,everyone,2013-03-19T16:20:42.000Z,314048796558495744,Twitter Web Client,#wonderful,,
bn,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",313723806944460801,"সুখি হব বলে খুঁজছি তোমায় প্রতিনিয়ত... জানি না, গানের লিরিকে এত সুন্দর একটা পঙতি গীতিকার আনলেন কি করে? #Wonderful #Lyrics",143544535,everyone,2013-03-18T18:49:18.000Z,313723806944460801,Twitter Web Client,#wonderful,,
bn,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",310499648341155840,"@someuser আমি হৃদয়ের কথা বলিতে ব্যাকুল, শুধাইলো না কেহ- এই গানটা শুনছিলেন? #Awesome একটা #Song :) #Wonderful #Lyrics",143544535,everyone,2013-03-09T21:17:39.000Z,310497628695711744,Twitter Web Client,#wonderful,577556007,"[{'type': 'replied_to', 'id': '310497628695711744'}]"
bn,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",309731583248715777,সেই বিকাল থেকেই মাথায় শুধু একটা লিরিকই ঘুরছে... জেমসের- আর কিছুক্ষণ কি রবে বন্ধু... আরও কিছু কথা কি হবে?... #Wonderful #Lyrics,143544535,everyone,2013-03-07T18:25:38.000Z,309731583248715777,Twitter Web Client,#wonderful,,
bn,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",309294271951953920,"চাই তোমায় প্রার্থণায়, অনুভূতির উপমায়... #Wonderful #Lyrics",143544535,everyone,2013-03-06T13:27:55.000Z,309294271951953920,Twitter Web Client,#wonderful,,
bn,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",308281010884333568,"তন্দ্রা হারা নয়ন আমার, এই মাধবী রাতে... #Wonderful #Lyrics",143544535,everyone,2013-03-03T18:21:35.000Z,308281010884333568,Twitter Web Client,#wonderful,,
bn,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",308149721573257216,"ওরে মানুষ, গাও সকলে বাংলাদেশের গান। আল্লাহ তুমি থাইকো সহায়, রাইখো দেশের মান।  #Wonderful #Lyrics",143544535,everyone,2013-03-03T09:39:53.000Z,308149721573257216,Twitter Web Client,#wonderful,,
bn,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",307921786488619008,"কত সাগর পেরিয়েছি আমি, কত আকাশে মেলেছি ডানা, কত চোখে আমি রেখেছি এ চোখ, খুঁজে পাইনি মনেরই ঠিকানা... #Wonderful #Lyrics",143544535,everyone,2013-03-02T18:34:09.000Z,307921786488619008,Twitter Web Client,#wonderful,,
bn,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",307426625128108032,"আমি হৃদয়ের কথা বলিতে ব্যাকুল​, শুধাইলো না কেহ... | | #Wonderful #Lyrics by কবিগুরু রবীন্দ্রনাথ ঠাকুর",143544535,everyone,2013-03-01T09:46:33.000Z,307426625128108032,Twitter Web Client,#wonderful,,
bn,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",303600879355969536,"হঠাৎ এসেছিলে চোখের আলোতে, হারিয়ে ফেলেছি এক ঝলকে। তবুও তুমি ছিলে চোখের কোণে, আগলে রেখেছি কত যতনে... #Wonderful #Lyrics",143544535,everyone,2013-02-18T20:24:24.000Z,303600879355969536,Twitter Web Client,#wonderful,,
bn,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",298892609764601856,যখন নিঝুম রাতে সব কিছু চুপ... #Wonderful #Lyrics by #Recall,143544535,everyone,2013-02-05T20:35:25.000Z,298892609764601856,Twitter Web Client,#wonderful,,
bn,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",265541543950180352,"নয়ন সরসী কেন ভরেছে জলে, | কত কি রয়েছে লিখা কাজলে কাজলে... | #Wonderful #Lyrics",143544535,everyone,2012-11-05T19:50:12.000Z,265541543950180352,Twitter Web Client,#wonderful,,
