lang,conversation_id,id,created_at,public_metrics,author_id,source,text,reply_settings,search_query,in_reply_to_user_id,referenced_tweets,geo,withheld
de,814805575393542144,814805575393542144,2016-12-30T12:09:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",490364481,Twitter Web Client,"seelentief: Nichts ist, wie es scheint http://someurl #blogspot #notjustsad #depression #depressed",everyone,#depressed,,,,
de,813045553286283269,813045553286283269,2016-12-25T15:35:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",798231283059007489,Twitter for Android,@someuser ich cutte mich jetzt. Will deinen stream eigentlich anschauen bin aber bis um 10 beim Bowling.| #depressed,everyone,#depressed,4842917165,,,
de,812518027451387904,812518027451387904,2016-12-24T04:39:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2330854494,Twitter Web Client,xxx teenporn video #depressed sex http://someurl,everyone,#depressed,,,,
de,811300644573233152,811300644573233152,2016-12-20T20:02:01.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",760113711805706240,Hootsuite,Borderline Personality Disorder http://someurl #mentalhealth #depression #depressed #eatingdisorder #anorexia #bulimia #recovery,everyone,#depressed,,,,
de,810491536223809537,810491536223809537,2016-12-18T14:26:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2509177663,Instagram,"(Austrian accent) Deprimierende Scheiße, mein Tier.| | #justforyou #depression #depressed... http://someurl",everyone,#depressed,,,,
de,809814288542158848,809814288542158848,2016-12-16T17:35:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",462531523,Twitter Web Client,nude festivals #depressed sex http://someurl,everyone,#depressed,,,,
de,809168463445032960,809168463445032960,2016-12-14T22:49:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",490364481,Twitter Web Client,http://someurl| bin hellwach!kann nicht schlafen. #justnotsad #depression #depressed #blog #blogger #bloggerlife #angst,everyone,#depressed,,,,
de,808978854354284544,808978854354284544,2016-12-14T10:16:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",490364481,Twitter Web Client,http://someurl #FolloMe ich würde mich auf Follower freuen :-) #depression #notjustsad #blog #blogger #blogging #depressed,everyone,#depressed,,,,
de,808004243584143360,808004243584143360,2016-12-11T17:43:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2911087888,Twitter for Android,"Zimmer dunkel. Nicht betrunken und alles aus, außer das Handy. Man will ja alle Klischees eines depressiven Menschen erfüllen. #depressed",everyone,#depressed,,,,
de,807889877886963712,807889877886963712,2016-12-11T10:08:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",344332113,Twitter Web Client,#depressed sex mortal kombat women http://someurl,everyone,#depressed,,,,
de,807254962321424384,807254962321424384,2016-12-09T16:05:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",344332113,Twitter Web Client,#depressed sex missy rothstein pussy http://someurl,everyone,#depressed,,,,
de,807143240956805120,807143240956805120,2016-12-09T08:41:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",719851813,Twitter Web Client,#depressed sex school gril teens sex mobile anal sex videos,everyone,#depressed,,,,
de,806885076424359937,806885076424359937,2016-12-08T15:36:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",753246107099168768,Twitter Web Client,#depressed sex carol vorderman porn http://someurl,everyone,#depressed,,,,
de,806004296068321281,806004296068321281,2016-12-06T05:16:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",128852317,Twitter Web Client,#depressed sex abi titmuss porn video http://someurl,everyone,#depressed,,,,
de,805789178936098817,805789178936098817,2016-12-05T15:01:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",760113711805706240,Hootsuite,Borderline Personality Disorder http://someurl #mentalhealth #depression #depressed #eatingdisorder #anorexia #bulimia #recovery http://someurl,everyone,#depressed,,,,
de,804880960504393728,805148513084600320,2016-12-03T20:35:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4408427849,Twitter for Android,@someuser :((( #depressed #suicide ahre,everyone,#depressed,4422576075,"[{'type': 'replied_to', 'id': '805137884982419457'}]",,
de,804380328886501377,804380328886501377,2016-12-01T17:43:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2911087888,Twitter for Android,"Manchmal ist Selbstmord kein feiger Ausweg, sondern vielleicht eher ein Resetknopf. #depressed",everyone,#depressed,,,,
de,803548200930017281,803548200930017281,2016-11-29T10:36:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1630912266,Twitter Web Client,#depressed sex nackte japan school girls http://someurl,everyone,#depressed,,,,
de,802857060375396352,802857060375396352,2016-11-27T12:50:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",490364481,Twitter Web Client,schönen 1.Advent #depression #depress #depressed #blog #blogger #blogspot @someuser  @someuser #FolloMe http://someurl http://someurl,everyone,#depressed,,,,
de,802667402555224064,802667402555224064,2016-11-27T00:16:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",955605272,Twitter Web Client,Wieder mal zu spät zum Stream von @someuser ._. #depressed,everyone,#depressed,,,,
de,802641495387869184,802641495387869184,2016-11-26T22:33:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",490364481,Twitter Web Client,wie ich mich danach sehne #notjustsad #depression #depressed #blog #blogger #blogspot #life http://someurl #FolloMe http://someurl,everyone,#depressed,,,,
