created_at,source,public_metrics,text,conversation_id,author_id,id,reply_settings,lang,search_query,referenced_tweets,in_reply_to_user_id,geo
2016-11-24T21:40:17.000Z,MEGAPO.ST,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Pammi http://someurl im #lookbook #labor #emotional #pissed #kalimantan #blacktie,801903287419236352,2801632425,801903287419236352,everyone,hi,#pissed,,,
2016-11-13T20:20:58.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Humare gali me ek baccha tha aksar logo ki cheez todta rehta tha,or fir pitne k darr se phle hi jor jor se rone lgta tha.#pissed #notmypm",797897061941116928,743205328574001152,797897061941116928,everyone,hi,#pissed,,,
2016-11-08T19:01:12.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","Khana na khao tu BHOOK sy parha ni jata , Or kha lo Tu NEEND sy -_-| #pissed",796065050897301504,2760915677,796065050897301504,everyone,hi,#pissed,,,
2016-10-12T08:01:54.000Z,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Le strike skhamba naba Loyi phakathi....| #Pissed!!!,786114657614528512,4874457982,786114657614528512,everyone,hi,#pissed,,,
2016-08-11T14:54:33.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser haha! Ok sirf aap k kehnay par! Lekin jo bhi hai; man they are moody skunks! Ajeeb moun sooja kar bethi hoti hain! #Pissed,763748380896002049,108572619,763750455818280960,everyone,hi,#pissed,"[{'type': 'replied_to', 'id': '763750120764612608'}]",79412223,
2016-03-29T19:02:14.000Z,Twitter for Windows Phone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser @someuser this Gabuza hai yikaka kodwa #pissed,714885123385204736,710195157996597248,714890425782239232,everyone,hi,#pissed,"[{'type': 'replied_to', 'id': '714885123385204736'}]",2382362052,
2016-01-30T05:04:58.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Kia hua taira waada kha gaya aur bhe Ziada eik mota #Sher #PMLN lootlo baich day sub kuch baghairt #PPP #PTI #PISSED http://someurl,693298840020111360,164622414,693298840020111360,everyone,hi,#pissed,"[{'type': 'quoted', 'id': '693280810695262208'}]",,
2016-01-17T17:28:23.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Zara sa game kaya khela battery ki batti gul ho gai| #pissed,688774881207517189,25476008,688774881207517189,everyone,hi,#pissed,,,
2015-12-13T18:40:02.000Z,Mobile Web (M2),"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015 khatam hone ko hai | or me pehle garib thi or abhi bhi garib hi hunn....:( | | #pissed,676109339850121216,3803011812,676109339850121216,everyone,hi,#pissed,,,
2015-10-21T19:30:26.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Pirate yashawa #Pissed,656915466947006464,3494031022,656915466947006464,everyone,hi,#pissed,,,
