author_id,created_at,reply_settings,conversation_id,id,source,text,lang,public_metrics,search_query,geo,in_reply_to_user_id,referenced_tweets
4047193872,2016-12-30T04:13:52.000Z,everyone,814685911594180608,814685911594180608,Twitter for Android,##Great indian scientists vikram sarabhai ko sat sat naman,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
47631574,2016-12-29T09:55:55.000Z,everyone,814409604910067712,814409604910067712,Twitter for Android,#Great #News!| Panglung Ritroe the #residence of Palung Kuten is in Malaysia now!| http://someurl| | #tsemtulku | #care | #love | #tibet,tl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#great,,,
486570550,2016-12-29T07:03:45.000Z,everyone,814366276629987328,814366276629987328,Twitter Web Client,#great toon porn banana sex videos http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
702540201768275968,2016-12-29T01:20:14.000Z,everyone,814279827591204866,814279827591204866,Hootsuite,#brand #dimensions #matter for #great #strategy - http://someurl #wallstreet #livetweet $bac $jcp $nvda $lc #NewYorkCity,tl,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#great,,,
129436855,2016-12-28T13:55:46.000Z,everyone,814107577675939842,814107577675939842,Twitter for Android,"More lesson gained. Nagmahal, Nasakatan, Natuto! We learned on our mistakes. Yan tayo e. @someuser  #VKJ #Great #ProudBauangeno",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
286835731,2016-12-27T08:16:11.000Z,everyone,813659729583099906,813659729583099906,Twitter Web Client,gf pussy pics #great teen tube http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
286835731,2016-12-26T13:17:27.000Z,everyone,813373161043619841,813373161043619841,Twitter Web Client,#great teen tube fhm sexiest women 2005 http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
787229947,2016-12-25T15:24:20.000Z,everyone,813042700291145728,813042700291145728,Twitter for Android,2016 year for Sr.heroes.| Balayya --18cr--dictator| Venky--25cr--BB| Nag--103crs--SCN + Oopiri | #Memorable for nag fans.#Great.,tl,"{'retweet_count': 10, 'reply_count': 0, 'like_count': 11, 'quote_count': 0}",#great,{'place_id': '4f2838c764ad417c'},,
194967712,2016-12-25T14:46:26.000Z,everyone,813033164046221312,813033164046221312,Instagram,"#me #debango #amsoi #incredible #assam #great #dayout #instaxmas @ Nagaon, India http://someurl",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,"{'coordinates': {'type': 'Point', 'coordinates': [92.6923, 26.3504]}, 'place_id': '0a750f403270cbb4'}",,
4614204614,2016-12-25T12:47:24.000Z,everyone,813003210227154946,813003210227154946,herowallpaper,Wallpaper http://someurl #Download #Wallpapers #DenisLeary #Leary #Denis #Great http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
74643822,2016-12-24T18:02:27.000Z,everyone,812720104001703937,812720104001703937,Twitter Web Client,fujiko sex #great porn video http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
819680076,2016-12-24T14:16:49.000Z,everyone,812663325024731136,812663325024731136,Twitter Web Client,#great sex after 40 jayaprada nude picture http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
2366344536,2016-12-24T13:26:53.000Z,everyone,812650758852251650,812650758852251650,Instagram,"🎄🎅🏻🎄🎁💃🏻🎉🎊🍾🎩 Merry Christmas. Yummy 😋 #dessert #great #beautiful @ Mandarin Oriental, Taipei... http://someurl",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,"{'coordinates': {'type': 'Point', 'coordinates': [121.54867053, 25.0554214]}, 'place_id': '00180402799fed03'}",,
2366344536,2016-12-24T08:23:40.000Z,everyone,812574450562564097,812574450562564097,Instagram,"Xmas style #red hat 🎩 #weekend #great 💃🏻 @ Taipei, Taiwan http://someurl",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,"{'coordinates': {'type': 'Point', 'coordinates': [121.633, 25.0333]}, 'place_id': '00180402799fed03'}",,
208387784,2016-12-23T23:40:05.000Z,everyone,812442686804393984,812442686804393984,Twitter Web Client,swedish erotica megaupload #great sex storys http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
192801848,2016-12-23T22:35:58.000Z,everyone,812426549714714625,812426549714714625,Twitter Web Client,#great toon porn naturalist teens http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
198247413,2016-12-23T12:37:56.000Z,everyone,812276049371402240,812276049371402240,Twitter Web Client,#great porn angeli jolie naked http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
283190107,2016-12-23T11:17:35.000Z,everyone,812255827973275648,812255827973275648,Twitter Web Client,#great movie sex scenes karissa and kristina shannon naked http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
446651360,2016-12-23T03:09:13.000Z,everyone,812132930382417935,812132930382417935,Twitter Web Client,alisa milano porn #great nude teens http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
126644291,2016-12-22T16:02:44.000Z,everyone,811965200999948288,811965200999948288,Instagram,"Gaden Nga Choe is a #religious #festival of #two days, #celebrated since the #Great Tsongkhapa... http://someurl",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
760950916866449408,2016-12-21T14:40:34.000Z,everyone,811582137858215936,811582137858215936,IFTTT,Iwate Extra Stout Kuro Bi-Ru Beer 7% (Japanese Brewery) - YouTube #FavoriteBeers #summershandy #beers #footy #great... http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
570721238,2016-12-20T21:48:05.000Z,everyone,811327338420047873,811327338420047873,Twitter Web Client,pamala anderson naked photos #great body nude http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
153816411,2016-12-20T10:05:02.000Z,everyone,811150406919290881,811150406919290881,SoundCloud,#great #music! 11th SENSE - arā by SENSE http://someurl on #SoundCloud,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
600538093,2016-12-20T08:09:40.000Z,everyone,811121374886526980,811121374886526980,Twitter Web Client,#great diabetic diet dhakai jamdani saree online shopping,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
56220007,2016-12-20T02:59:38.000Z,everyone,811043353693421571,811043353693421571,Twitter Web Client,kangaroo porn #great xxx porn http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
597588817,2016-12-19T21:36:05.000Z,everyone,810961930575900672,810961930575900672,Twitter Web Client,pngteenporno #great home sex http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
731370376362622976,2016-12-19T11:12:46.000Z,everyone,810805067204923392,810805067204923392,Twitter for Android,#great knock by Karun Nayar,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
333083695,2016-12-19T04:45:54.000Z,everyone,810707707628060672,810707707628060672,Twitter Web Client,#great sex tubes naked aang http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
1092090061,2016-12-18T11:45:08.000Z,everyone,810450824111554562,810450824111554562,ReviewClicker,"Great Langdale|  http://someurl | #great #langdale, #landscape, #nature",tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
743370806533623808,2016-12-17T16:15:08.000Z,everyone,810156382985080832,810156382985080832,Twitter for Android,Kuyavela yini ngapho ukuthi @someuser uthenge his 2nd Bentley😍😍😛😛#Great Achievement#👏Abuti RefiloeP| #keepsilentandmakesuccessmakesome# http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
809802775202762753,2016-12-16T17:29:50.000Z,everyone,809582819781603328,809812794753191936,Twitter for Android,@someuser @someuser #Great#Thought#Muje Yeh Bahut Pasand Aya☺☺,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,2425231,"[{'type': 'replied_to', 'id': '809582819781603328'}]"
168380827,2016-12-16T15:09:29.000Z,everyone,809777474322178048,809777474322178048,Instagram,Aloha beaches 🌴 | | #instagood #beautiful #great #instalike #travel #instatravel #travelgram... http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
60791486,2016-12-16T14:36:56.000Z,everyone,809769281386905600,809769281386905600,Linkis: turn sharing into growth,Super #cool #lighting #menu at #naulounge intercontinentalatdoralmiami  #beat #restaurant #great... http://someurl,tl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#great,,,
2707896841,2016-12-16T11:48:10.000Z,everyone,809726811848527873,809726811848527873,Twitter Web Client,jayaprada nude picture #great sex after 40 http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
2476820617,2016-12-15T04:56:19.000Z,everyone,809260778331066368,809260778331066368,TweetMag1c MusicEdition,#Move It  #Great White #NewPlaying #BGM #MUSIC #Japan #BLOG RockMaMa☆AKI→ http://someurl 　#アメーバマイスター　　#今聴いてる,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
751682131626192896,2016-12-15T04:00:02.000Z,everyone,809246613357129730,809246613357129730,Twitter Web Client,#great porn nude india kashmiri girls photos http://someurl,tl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#great,,,
