created_at,source,public_metrics,text,conversation_id,author_id,id,reply_settings,lang,search_query,referenced_tweets,in_reply_to_user_id,geo
2016-12-29T01:59:46.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Justo cuando vos creías que después de lo de Carrie Fisher las cosas no podían ser peor, pasan #HeartBroken 💔😨😭",814289776740274176,20721444,814289776740274176,everyone,es,#heartbroken,,,
2016-12-28T05:49:11.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Quién se las juega contra mí? 🎯 #YoGané #PatyWho #heartbroken #NiMeAgüito @ Feria De Los Reyes... http://someurl,813985123809030144,318513833,813985123809030144,everyone,es,#heartbroken,,,
2016-12-28T03:26:04.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Te dije que aún te amaba y tu solo dices no sé qué decir... cuatro palabras que destrozaron mi corazón 💔 #heartbroken #loveyousomuch,813949106246729729,77422502,813949106246729729,everyone,es,#heartbroken,,,
2016-12-28T00:06:29.000Z,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Ahora sí me deprimí, una princesa, una guerrera #heartbroken #CarrieFisher http://someurl",813898880085618688,84181148,813898880085618688,everyone,es,#heartbroken,,,
2016-12-27T23:14:27.000Z,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@someuser #heartbroken😭tupirá💔,813550554567753729,805175728727846913,813885788102463488,everyone,es,#heartbroken,"[{'type': 'replied_to', 'id': '813885412527644672'}]",802609321016258564,
2016-12-27T19:29:08.000Z,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",En un fuerte con todos los juguetes que tengamos sino no #heartbroken http://someurl,813829082551029761,115814933,813829082551029761,everyone,es,#heartbroken,,,
2016-12-27T17:43:57.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Del corazón sale todo. #miami #windwood #downtown #heartbroken #solomeimportastu #amor #musica... http://someurl,813802613540028416,39193028,813802613540028416,everyone,es,#heartbroken,,,"{'coordinates': {'type': 'Point', 'coordinates': [-80.18429468, 25.83972752]}, 'place_id': '04cb31bae3b3af93'}"
2016-12-27T14:27:57.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Goodbye taza de café...fueron muchos años juntas, es momentos de cambiarte. No crees? #tazadecafe #cafe #Coffee #heartbroken http://someurl",813753290307604480,82163542,813753290307604480,everyone,es,#heartbroken,,,
2016-12-26T19:43:14.000Z,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Je me souviens dun temps ... 💔#heartbroken #toutemonenfance  #ripgeorgemichaelandeveryone2k16... http://someurl,813470244257853440,110411066,813470244257853440,everyone,fr,#heartbroken,,,"{'coordinates': {'type': 'Point', 'coordinates': [2.3508, 48.8567]}, 'place_id': '09f6a7707f18e0b1'}"
2016-12-26T09:43:38.000Z,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Buenos días!| | #lunes #iniciodesemana #lunesdeGanarSeguidores #Consejo #heartbroken #Desmotivaciones  #QuienNoTeQuiereNoTeMerece| #4lunas #ily http://someurl,813319349855522817,145907998,813319349855522817,everyone,es,#heartbroken,,,
2016-12-26T05:53:23.000Z,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Mi mnte sabe q stás en un lugar mejor, dond no hay dolor! stás en paz, lo entiendo! Solo deseo poder explicar eso a mi corazón #heartbroken",813261406527229952,83879434,813261406527229952,everyone,es,#heartbroken,,,
