author_id,created_at,reply_settings,conversation_id,id,source,text,lang,public_metrics,search_query,geo,in_reply_to_user_id,referenced_tweets
412088566,2016-12-30T03:23:26.000Z,everyone,814673223296155652,814673223296155652,Facebook,161230 | | 30日上午，#Super Junior 晟敏#在仁川市富平區完成退伍手續，正式结束了近兩年的軍營生活。| 可爱温暖的笑容～歡迎回來！| (轉自韓流音悅台)| | ...太好了，又一枚回來了😁😁,zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",#super,,,
488608659,2016-12-17T02:48:37.000Z,everyone,809953418672504834,809953418672504834,Instagram,Emirate 380 taxi at TPE.🚏🚦| 你都固定停C2啦下次要記得看書再來好嗎阿球超級！| #emirates #380 #super #taxiing #TPE http://someurl,zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
257418238,2016-12-16T02:10:15.000Z,everyone,809581374281805824,809581374281805824,IFTTT,#Super Mario# 起床第一件事就是下载它，在上班的路上玩了几把。感觉9.99刀是免不了了，未来两个月的游戏食粮就靠它了。 (via Weibo http://someurl,zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
51689710,2016-12-15T19:42:51.000Z,everyone,809483880822611969,809483880822611969,Instagram,身為瑪莉歐和任天堂的忠實粉絲，怎能不下載和支持一下| #MARIO #Nintendo #SUPER #任天堂 #瑪莉歐 @ ILCH 吾所仕室 http://someurl,zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,"{'coordinates': {'type': 'Point', 'coordinates': [120.21416, 23.0078]}, 'place_id': '00b51c7d1aee21d3'}",,
1540201446,2016-12-12T11:29:14.000Z,everyone,808272496961196033,808272496961196033,Instagram,好酷的飲料🍹好吃的韓式炸雞🇰🇷🍗| #eat #korea #chicken #delicious #cool #drink #feel #super #good #韓式 #炸雞 #超好吃... http://someurl,zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,"{'coordinates': {'type': 'Point', 'coordinates': [121.55494772, 25.03833537]}, 'place_id': '00180402799fed03'}",,
130887551,2016-12-10T07:42:28.000Z,everyone,807490650752962560,807490650752962560,Twitter for iPhone,절대놓치지않을께 #利特 #韓食財團#韓國拌飯 #ticc #利特粉絲見面會 #kff #super junior http://someurl,zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
614738457,2016-12-02T08:02:33.000Z,everyone,804596604896280576,804596604896280576,Instagram,往海裡行一公里 都系唔過膝既沙灘| 一定再去😍| | #kondoibeach #ishigaki #beach #sand #amazingday #super #tiffany... http://someurl,zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
201581707,2016-11-29T22:05:57.000Z,everyone,803721688949006337,803721688949006337,Instagram,龍雲| dragon cloud| | #sky #super #night #nightphotography #day #light #shine #photooftheday #camera... http://someurl,zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
3604245018,2016-11-26T02:22:49.000Z,everyone,802336777591656448,802336777591656448,Instagram,regrann from @someuser -  明天傍晚5點，西灣河愛秩序灣公園，#東區滅罪禁毒助更生嘉年華會 繼續有 #Super Girls 同... http://someurl,zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,,
1975426219,2016-11-24T07:49:25.000Z,everyone,801694194838343680,801694194838343680,Facebook,@someuser| | [cp]#Super Junior#| 走过最长的路大概是这个团的套路| 你们嘴都这么甜我怎么舍得脱饭啊,zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
2189184300,2016-11-23T08:24:47.000Z,everyone,801340707252400128,801340707252400128,IFTTT,终于来到很想去的地方了。| .| .| .| .| .| | #nexus6p #phonephotography #super #excited #solo #trip #walk #one #hour #tired #grateful #s... http://someurl,zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,,
1975426219,2016-11-18T09:07:15.000Z,everyone,799539455006822400,799539455006822400,Facebook,"@someuser| | 【日刊体育独家】[SJ艺声确定主演OCN<VOICE>,变身天才警察~]18日据相关人士消息,#Super... http://someurl",zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
412088566,2016-11-18T04:14:22.000Z,everyone,799465749643284480,799465749643284480,Facebook,"161118 韓網新聞| | 【日刊体育独家】[SJ艺声确定主演OCN<VOICE>,变身天才警察~]18日据相关人士消息,#Super... http://someurl",zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
723698122992418816,2016-11-15T07:27:49.000Z,everyone,798427269576425472,798427269576425472,Instagram,昨晚的超级大月亮😍图片拍摄于丽江| #super #moon #lijiang #China #amazing http://someurl,zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
1054290530,2016-11-14T17:14:49.000Z,everyone,798212604187594752,798212604187594752,Instagram,大家都說錯過就要再等18年了，but~迷失在都市叢林中的超級月亮已經完全被人造的強光給遮掩了😢😢| #肉眼看還是有比較圓啦| #超級月亮| #Super Full Moon| #害羞的月亮샤샤샤 http://someurl,zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
787972666556690432,2016-11-14T16:18:55.000Z,everyone,798198537196621824,798198537196621824,Instagram,#20161114| | #super#moon| #聽說錯過要再等很久#(￣∇￣) @ 金典綠園道商場 http://someurl,zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
705605594,2016-11-14T15:24:16.000Z,everyone,798184784509812736,798184784509812736,Instagram,跟超級月亮一起#running #run #🏃 #운동 #운동스타그램 #supermoon #super #moon #슈퍼달 #달 @ 中正紀念堂 Chiang Kai-shek... http://someurl,zh,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,,
