lang,referenced_tweets,reply_settings,source,public_metrics,in_reply_to_user_id,created_at,text,conversation_id,id,author_id,search_query,geo
en,"[{'type': 'replied_to', 'id': '814972489445101568'}]",everyone,Twitter for BlackBerry,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",87912932,2016-12-30T23:40:46.000Z,@someuser @someuser @someuser same 2 u sweety......i love u Kitty.......have a #wonderful 2K17,814063524230156288,814979572139593728,524427385,#wonderful,
en,,everyone,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T23:37:03.000Z,#Wonderful news from China!   http://someurl,814978638038712321,814978638038712321,22820478,#wonderful,
en,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T23:29:24.000Z,You should always believe something wonderful will happen | #Quote #happy #feelinginspired #positivity #thinklikeart #wonderful,814976712777887746,814976712777887746,437922175,#wonderful,
en,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T23:26:39.000Z,Watched #itsawonderfullife couple of days ago for the first time ever (me born 1969) & it is indeed #wonderful,814976019983695873,814976019983695873,2372187749,#wonderful,{'place_id': '67bc7263f7b9047b'}
en,,everyone,Zapier.com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T23:23:15.000Z,>>> http://someurl <<< #Besançon #pickup anal #nipples petite #webcamfun strip #wonderful #coquines http://someurl,814975165801107456,814975165801107456,776318536494882816,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T23:03:23.000Z,Home away from home! What a #wonderful year it has been and what a #beautiful place to #relax... http://someurl,814970167063179264,814970167063179264,847995602,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T22:53:36.000Z,"English Bay Beach in Vancouver, BC [4549x3033] [OC] #Beach #Amazing #Wonderful http://someurl",814967705409388551,814967705409388551,2608731229,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T22:53:23.000Z,Night in with thehughjackman Les Miserables | #Wonderful #LesMiserables #MeTime... http://someurl,814967649734168577,814967649734168577,2311528420,#wonderful,
en,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T22:53:21.000Z,Third EP di Hiatus| #wonderful#ttime oflove❤🔝🔝🍸🍸🍾 http://someurl,814967642360578048,814967642360578048,488574126,#wonderful,
en,,everyone,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T22:51:26.000Z,George Michael street art appears in east London http://someurl #Wonderful#Streetart❣,814967159872962563,814967159872962563,2178074630,#wonderful,
en,,everyone,Zapier.com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T22:50:15.000Z,>>> http://someurl <<< #Nîmes #couple rimming #interracial ebony #model analslut #wonderful #baiser http://someurl,814966860575834113,814966860575834113,776313168587005952,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T22:47:46.000Z,"Sunrise over the Athabasca river, west of Hinton A.B. [OC] [5025x3350] #Earth #EarthPorn #Wonderful http://someurl",814966236886994944,814966236886994944,2608731229,#wonderful,
en,"[{'type': 'replied_to', 'id': '814961843588448256'}]",everyone,Twitter for iPhone,"{'retweet_count': 5, 'reply_count': 1, 'like_count': 9, 'quote_count': 0}",4850953684,2016-12-30T22:36:47.000Z,@someuser @someuser @someuser @someuser @someuser @someuser @someuser @someuser @someuser @someuser #Delightful #HAPPYNEWYEAR #greetings Thank You 💕Jenny💕#Friends #wonderful to see You So.. #special  #blessed to be #connected in #truelove 💕 http://someurl,795998594805460992,814963472836546560,2992512774,#wonderful,
en,,everyone,Google,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T22:25:07.000Z,Ten Minute #Cinema Episode 15 Its a #Wonderful #Life 40-50 http://someurl #movies #podcast #wonderfullife,814960537067024384,814960537067024384,791494516222070784,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T22:15:43.000Z,Find out #Best 5 #Hotels #around the #world with the most #wonderful #views http://someurl,814958167679467521,814958167679467521,348843547,#wonderful,
en,,everyone,Twitter for iPhone,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 37, 'quote_count': 0}",224809313,2016-12-30T22:06:31.000Z,@someuser Dear Angie I hope do you like this pencil painting of you with #amazing #gorgeous #wonderful Janes Tattoo.🔝🔝☺🙂👍🤗@someuser http://someurl,814955853363183616,814955853363183616,1011931694,#wonderful,{'place_id': '419060023b8455e1'}
en,,everyone,Hootsuite,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T22:05:10.000Z,I should be in movies!? Elijah| @someuser @someuser | #wonderful #wildlifesanctuary #bigcats| | rjw http://someurl,814955513641369600,814955513641369600,746363317,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",,2016-12-30T21:54:28.000Z,#Wonderful #World #Iceland #Aurora over a #Glacier Lagoon http://someurl,814952821447622657,814952821447622657,1435097203,#wonderful,
en,,everyone,Zapier.com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T21:52:00.000Z,>>> http://someurl <<< #Montreuil #relationship butt #massage boobs #liveonchaturbate handjob #wonderful #soumise http://someurl,814952201693040641,814952201693040641,776370642245525505,#wonderful,
en,"[{'type': 'replied_to', 'id': '814449805422424065'}]",everyone,Twitter Web App,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",746960223697510400,2016-12-30T21:32:50.000Z,@someuser @someuser @someuser @someuser @someuser  #BUSTY #BETH LOOKING AS #WONDERFUL AS SHE #DOES (Well Worth It) # http://someurl,814449805422424065,814947376062496768,802187308724289537,#wonderful,
en,,everyone,Zapier.com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T21:28:09.000Z,>>> http://someurl <<< #Tourcoing #couple anal #submassive bigboobs #nudecam hooker #wonderful #nichons http://someurl,814946198243209218,814946198243209218,776388439100887040,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T21:24:17.000Z,This suuuuuuupeeeeeeer #wonderful #awesomeness #beautiful #amazing #fan #art was made by my dear... http://someurl,814945227907731456,814945227907731456,764043610224332800,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T20:40:38.000Z,End 2016 on a sweet note. @someuser  #dessetfirst #HappyFriday #wonderful #FridayFeeling http://someurl,814934242299932673,814934242299932673,1717490348,#wonderful,
en,"[{'type': 'replied_to', 'id': '814824877857394688'}]",everyone,Twitter for iPhone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2886648994,2016-12-30T20:26:07.000Z,@someuser @someuser @someuser @someuser TY for your #appreciation #always #wonderful to see you Dear #Friends #happy2017 #Sincerely😇 http://someurl,814824877857394688,814930587119157248,2992512774,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T20:21:39.000Z,Watched #ImpactOnPop #HardyNewYear and now Im going to be talking like @someuser all day long. DELIGHTFUL! #WONDERFUL,814929464467464192,814929464467464192,17672820,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-30T20:18:25.000Z,Have a #safe and #wonderful #newyear! We will see you in #2017! http://someurl,814928651556823041,814928651556823041,109124220,#wonderful,
en,,everyone,Twitter for iPhone,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-30T20:16:25.000Z,#FridayFeeling #wonderful woofers all looking for super duper homes plz rt @someuser http://someurl,814928148005584897,814928148005584897,583791139,#wonderful,
en,"[{'type': 'replied_to', 'id': '814914901407924226'}]",everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",52243993,2016-12-30T20:13:15.000Z,@someuser @someuser @someuser @someuser @someuser @someuser @someuser @someuser @someuser @someuser #Wonderful to see You Dear  #Friends #Happiness #wishes for #happy2017 #FridayFeeling #JoyTrain #Wellness #JoyTrain #SuccessTRAIN #happy2017 http://someurl,793495557469790208,814927350181851136,2992512774,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-30T20:06:04.000Z,GREAT day heard mystery lawyer defended IMPOSSIBLE arson case ++ almost won too <3 Artist impression is #wonderful but wonder who it was ;) http://someurl,814925542503940096,814925542503940096,813170658565881856,#wonderful,
en,,everyone,Zapier.com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-30T19:56:15.000Z,>>> http://someurl <<< #Calais #sexdating kink #exposed orgazm #webcammodel submission #wonderful #filles http://someurl,814923073120063489,814923073120063489,776313794683428864,#wonderful,
en,"[{'type': 'replied_to', 'id': '814920702444847106'}]",everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",635027319,2016-12-30T19:53:08.000Z,#Always #wonderful to see You 💓D💓@someuser @someuser @someuser @someuser #happy2017 http://someurl,814920702444847106,814922288978100224,2992512774,#wonderful,
en,,everyone,Zapier.com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T19:53:05.000Z,>>> http://someurl <<< #Versailles #hookup rimming #upskirt adult #cumshow hooker #wonderful #lubrique http://someurl,814922274516111360,814922274516111360,776388065954701312,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-30T19:51:46.000Z,"Exciting, wonderful, opportunities! #2107in3words #exciting #wonderful #opportunities http://someurl",814921943367503872,814921943367503872,2881818760,#wonderful,
en,"[{'type': 'replied_to', 'id': '814919368115191808'}]",everyone,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2284131,2016-12-30T19:51:42.000Z,#Wonderful to see You Dear #Friends @someuser @someuser @someuser #happy2017 http://someurl,814919368115191808,814921928066613249,2992512774,#wonderful,
en,,everyone,dlvr.it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T19:49:35.000Z,"Pastel Christmas, #Christmas ball ornaments, pink, cream, elegance, #wonderful, fir tree, candy canes,... http://someurl #pinterest http://someurl",814921393166946305,814921393166946305,1286524160,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-30T19:48:12.000Z,I just read your tribute to @someuser and wanted to tell you how #heartfelt and #wonderful and #beautiful it was. Ignore the idiots,814921046952476672,814921046952476672,797404176691187712,#wonderful,
en,"[{'type': 'replied_to', 'id': '814886515281186816'}]",everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",275213572,2016-12-30T19:33:54.000Z,@someuser #Sweetie Very Very #Wonderful #Sexy #Lady <3 <3 <3!!!,814886515281186816,814917445672697856,3993800979,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T19:33:50.000Z,Nothing like #NYC #realestate or the #wonderful #people in it! #never #gets #Old #happynewyear @someuser http://someurl,814917429788901376,814917429788901376,3430364607,#wonderful,
en,"[{'type': 'replied_to', 'id': '814891967003889665'}]",everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}",36286681,2016-12-30T19:31:56.000Z,@someuser #Elisa #Wonderful And #Joy For My #Soul!!!,814891967003889665,814916951789174784,3993800979,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T19:29:29.000Z,#breadpudding #wonderful @ Copper Canyon Grill http://someurl,814916336090546180,814916336090546180,28729917,#wonderful,
en,,everyone,Zapier.com,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-30T19:28:54.000Z,>>> http://someurl <<< #Vénissieux #hookup bigboobs #ass amateure #camgirls masturbation #wonderful #levrette http://someurl,814916189503819776,814916189503819776,776318536494882816,#wonderful,
en,"[{'type': 'replied_to', 'id': '814914373777059841'}]",everyone,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2359289270,2016-12-30T19:28:04.000Z,@someuser Very #Wonderful #Sweet #Marion <3!!!,814570441088049152,814915980916916224,3993800979,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T19:14:52.000Z,Drama Musical at #universalstudiossingapore #happy #familytrip #wonderful #christmas2016... http://someurl,814912657404919808,814912657404919808,1343506068,#wonderful,"{'place_id': '58a4c3a0d54e1400', 'coordinates': {'type': 'Point', 'coordinates': [103.85130203, 1.2982537]}}"
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-30T19:05:22.000Z,#goodnight #sweetdreams | #time to say #thanks to #almighty for a #wonderful #day and #behopeful... http://someurl,814910267909869568,814910267909869568,184410226,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T19:02:21.000Z,Live now playing #terraria with our #wonderful #viewers Come stop in or join the action at http://someurl,814909508787048448,814909508787048448,2849987313,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T18:37:16.000Z,"Clear Lake, Oregon [5312x2988] #Earth #EarthPorn #Wonderful http://someurl",814903196124672000,814903196124672000,2608731229,#wonderful,
en,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",19616927,2016-12-30T18:22:58.000Z,@someuser @someuser #excellentservice with 😊smile #lovewhatyoudo #wonderful works of art 🎨@someuser Thank you 🎄🎁 http://someurl,814899594698100736,814899594698100736,201587846,#wonderful,
en,,everyone,Zapier.com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T18:21:33.000Z,>>> http://someurl <<< #Cayenne #erotic orgasm #hairypussy booty #live milf #wonderful #enculer http://someurl,814899238786174980,814899238786174980,776337387165249536,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T18:17:28.000Z,Worlds highest bridge opens to traffic http://someurl #futurism #science #gadgets #wonderful #Politics #... http://someurl,814898210112159744,814898210112159744,16946467,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T17:55:29.000Z,#Homeless #man #finds #strangers #£200 #shopping - is #repaid in #wonderful #way http://someurl,814892677871321088,814892677871321088,526550441,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T17:49:00.000Z,P-A-R-A-D-I-S-E| #mediterranean #nature #sea #seaside #wonderful #transparence| #paradise #b... http://someurl http://someurl,814891046404550656,814891046404550656,375196543,#wonderful,
en,,everyone,Zapier.com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T17:44:42.000Z,>>> http://someurl <<< #Dunkirk #flirt amateure #blowjob boob #nudecam squirt #wonderful #echangisme http://someurl,814889965406580736,814889965406580736,776388065954701312,#wonderful,
en,,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T17:41:35.000Z,"O Lord, how #wonderful are your ways, & how #beautiful are your works. They exceed the #knowledge of #man, & cause the #angels to marvel.",814889182661406722,814889182661406722,606517426,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T17:29:24.000Z,Some more #strange #clouds over the #ocean. #nature is a #weird but #wonderful thing 😅 #cloud... http://someurl,814886117308768256,814886117308768256,373466957,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T17:25:09.000Z,Always believe that something WONDERFUL is about to happen #wonderful #moment #with #bae @ Zawa... http://someurl,814885045446070272,814885045446070272,358004826,#wonderful,"{'place_id': 'b62cd77425868341', 'coordinates': {'type': 'Point', 'coordinates': [42.91647624, 36.80273437]}}"
en,,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T17:15:59.000Z,Interested in a #loving & #wonderful #relationship with someone with an active lifestyle like you?... http://someurl,814882740613025792,814882740613025792,3091979246,#wonderful,
en,,everyone,Hootsuite,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T17:15:46.000Z,Interested in a #loving & #wonderful #relationship with someone with an active lifestyle like you? http://someurl,814882685063692288,814882685063692288,3091914488,#wonderful,
en,"[{'type': 'replied_to', 'id': '812923431444447232'}]",everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",753261781137719300,2016-12-30T17:13:25.000Z,"Thank you Roxanne, and your colleagues for all you do, and continue to do in the @someuser have a wonderful New Year| #Amazing #Wonderful",812923431444447232,814882093138399232,2507650020,#wonderful,
en,,everyone,Hootsuite,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T17:10:25.000Z,Do you know tigers have white spots on the back of their ears?| @someuser @someuser | PRWR| #wildlifesanctuary #bigcats #wonderful http://someurl,814881338570534914,814881338570534914,809062833707098112,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T17:07:35.000Z,Making rainbow magic with dissolving Skittles http://someurl #futurism #science #gadgets #wonderful #Poli... http://someurl,814880624339283968,814880624339283968,16946467,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T16:58:13.000Z,Life is beautiful..| #instagram #glasses #glass #telephone #beautiful #life #wonderful #love... http://someurl,814878269359194112,814878269359194112,404678262,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-30T16:57:50.000Z,Moving pixel on our Facebook page. #rain #coffee #wonderful #wonderduo ☔️☕️ @ Huntington Beach... http://someurl,814878171241836544,814878171241836544,720655687227805696,#wonderful,"{'place_id': '80eb17ffe368fc9a', 'coordinates': {'type': 'Point', 'coordinates': [-118.03916, 33.71645]}}"
en,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2305378238,2016-12-30T16:57:11.000Z,@someuser Thanks for the follow. It is clear that you have #wonderful taste simply by following me. #Together we will #spreadthegood http://someurl,814878006229532672,814878006229532672,803730677644558336,#wonderful,{'place_id': 'f33f520be81a525c'}
en,,everyone,Zapier.com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T16:56:21.000Z,>>> http://someurl <<< #Pessac #sexdates hairy #bigass orgy #webcam orgy #wonderful #copine http://someurl,814877797495795712,814877797495795712,776337387165249536,#wonderful,
en,"[{'type': 'quoted', 'id': '814877314274250753'}]",everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T16:54:31.000Z,Tree-lined. Near Lago di Santa Luce Val DOrcia Italy #love . We  Tuscany #wonderful #art #tuscany #italy #landsca... http://someurl,814877336273321984,814877336273321984,4915464412,#wonderful,
en,"[{'type': 'quoted', 'id': '814876490659721216'}]",everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T16:54:30.000Z,"Tree-lined. Near Lago di Santa Luce, Val DOrcia, Italy #love| .| We ❤ Tuscany #wonderful #art #tuscany #italy #land... http://someurl",814877334012567552,814877334012567552,4915464412,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 8, 'quote_count': 2}",,2016-12-30T16:54:26.000Z,Tree-lined. Near Lago di Santa Luce Val DOrcia Italy #love . We  Tuscany #wonderful #art #tuscany #italy #landscap... http://someurl,814877314274250753,814877314274250753,4504295903,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-30T16:51:30.000Z,"Tree-lined. Near Lago di Santa Luce, Val DOrcia, Italy #love| .| We ❤ Tuscany #wonderful #a... http://someurl http://someurl",814876578912079872,814876578912079872,4915464412,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 2}",,2016-12-30T16:51:09.000Z,"Tree-lined. Near Lago di Santa Luce, Val DOrcia, Italy #love| .| We ❤ Tuscany #wonderful #art #tuscany #italy #lands... http://someurl",814876490659721216,814876490659721216,4504295903,#wonderful,
en,,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T16:47:11.000Z,"Robert Hulseman, creator of the Red Solo Cup, RIP http://someurl #futurism #science #gadgets #wonderful #... http://someurl",814875491974922240,814875491974922240,16946467,#wonderful,
en,,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T16:45:15.000Z,I wonder if its time to eat yet? Kashmir| PrideRock Refuge PRWR | #wonderful #bigcats #rescue #food| prwr http://someurl,814875004538146816,814875004538146816,809062833707098112,#wonderful,
en,,everyone,Hootsuite,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-30T16:45:11.000Z,I wonder if its time to eat yet? Kashmir| @someuser @someuser | #wonderful #bigcats #rescue #food| prwr http://someurl,814874990025785344,814874990025785344,746363317,#wonderful,
en,,everyone,Hootsuite,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T16:40:22.000Z,This song is a MUST on every wedding.| #SirmioneWedding| http://someurl| #love #wonderful #EricClapton #wedding #weddingplanner,814873776399781888,814873776399781888,2971447217,#wonderful,
en,,everyone,Twitter for iPhone,"{'retweet_count': 10, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-30T16:32:16.000Z,#FridayFeeling  #wonderful woofers all looking to be outta kennels & into five star homes plz rt @someuser http://someurl,814871735979872260,814871735979872260,583791139,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-30T16:31:36.000Z,#Wonderful World (if you let it),814871568803385344,814871568803385344,103233705,#wonderful,
fr,,everyone,Zapier.com,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T16:30:22.000Z,>>> http://someurl <<< #Rouen #matchmaking massage #nylon domme #webcamfun xxx #wonderful #putirica http://someurl,814871260165509120,814871260165509120,776337387165249536,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T16:22:59.000Z,Having a relax time !! | 🌊🌊💙| ❄🎅| 🙏| #playa #beach #loveit #l4l #instalove #pics #beauty #wonderful... http://someurl,814869399609839616,814869399609839616,92301501,#wonderful,
en,,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-30T16:03:55.000Z,such deep and #wonderful knowledge of the mind as YHWH-UNIVERSE-SELF. | |   Read again Psalm verse 16 and division 139:,814864603519729665,814864603519729665,544431321,#wonderful,
en,,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T16:03:38.000Z,"You!! you there, you are #Wonderful!",814864533336551424,814864533336551424,133080954,#wonderful,
en,,everyone,Twitter for iPhone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-30T16:03:30.000Z,"🌟🍷#NYE with us is about no frills, no fuss. To book your table for a #wonderful #relaxing #dinner call 01580 241212🍴🌟#Tenterden",814864500008615940,814864500008615940,1145859626,#wonderful,{'place_id': '06168d1feda43857'}
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T15:58:01.000Z,Happy Friday from KRAMPUS! | Hope everybody has a #wonderful day today 😊| Order your #KRAMPUS in... http://someurl,814863117062504448,814863117062504448,3359737693,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T15:54:46.000Z,In the meantime in #antwerp               _____________________________| #woth #wonderful #things... http://someurl,814862301194919941,814862301194919941,743489582432403456,#wonderful,
en,,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,2016-12-30T15:54:23.000Z,#Ty #Guys....  For ur #wonderful wishes.. http://someurl,814862202494681088,814862202494681088,2791914061,#wonderful,
en,,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,2016-12-30T15:42:07.000Z,#HBD to the #Wonderful @someuser! B! Ea$y http://someurl,814859117030440960,814859117030440960,3228545620,#wonderful,
en,,everyone,Hootsuite,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,2016-12-30T15:40:23.000Z,#rewind2016 @someuser #amazing year #collegelife #Wonderful #Bikaner #rajasthan http://someurl,814858681204572160,814858681204572160,3186478963,#wonderful,
en,"[{'type': 'replied_to', 'id': '809748336970530816'}]",everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",20062431,2016-12-30T15:36:58.000Z,Delight! #Wonderful #Abundant Happy & Healthy New Year to You! & @ All @someuser,809681372810018816,814857822257213440,16025334,#wonderful,
en,,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,2016-12-30T15:35:53.000Z,SUN 11TH OF DEC 2016 (WORSHIP EXPERIENCE 16)| #Deseraphs #wonderful ministration| #worshipexperience16 #refinedcitizens,814857548494934016,814857548494934016,2559875058,#wonderful,
